lat,lon,timestamp,amenity,name,food,medical,gathering,transport,notable,tag_count,risk
49.260812,-123.125736,2020-03-20T18:22:12.000-07:00,cafe,Starbucks,1.0,0.0,0.0,0.0,1.0,9.0,0.5882352941176471
49.373423100000004,-123.2918935,2016-10-10T02:14:29.000-07:00,toilets,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.2498481,-122.959708,2011-09-06T03:52:10.000-07:00,bbq,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.3708976,-123.28044779999999,2015-05-03T00:42:25.000-07:00,place_of_worship,St. Monica's Anglican Church,0.0,0.0,1.0,0.0,0.0,4.0,0.29411764705882354
49.280255600000004,-122.92889380000001,2009-03-26T04:52:17.000-07:00,telephone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.2640414,-123.15340719999999,2019-08-29T18:50:05.000-07:00,fuel,Shell,0.0,0.0,0.0,0.0,1.0,11.0,0.11764705882352942
49.3705855,-123.2743869,2015-10-24T19:42:51.000-07:00,vending_machine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.3705742,-123.27436270000001,2015-10-24T19:42:51.000-07:00,vending_machine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.370563700000005,-123.27437749999999,2015-10-24T19:42:51.000-07:00,vending_machine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.3705707,-123.2744003,2015-10-24T19:42:51.000-07:00,vending_machine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1266497,-123.1824699,2020-03-30T09:08:51.000-07:00,restaurant,Best Bite Indian Cuisine,1.0,0.0,0.0,0.0,0.0,6.0,0.4705882352941177
49.4387129,-122.9712811,2015-10-27T17:40:23.000-07:00,toilets,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.2692701,-123.05703929999999,2019-11-04T23:33:49.000-08:00,fuel,Petro-Canada,0.0,0.0,0.0,0.0,1.0,10.0,0.11764705882352942
49.3285566,-123.15717120000001,2019-12-28T18:04:08.000-08:00,fuel,Esso,0.0,0.0,0.0,0.0,1.0,3.0,0.11764705882352942
49.3347474,-123.16991809999999,2016-02-26T08:40:43.000-08:00,school,Pauline Johnson Elementary School,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.252241999999995,-123.04274640000001,2018-04-23T14:47:38.000-07:00,bench,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1935797,-123.18078829999999,2019-09-14T05:00:22.000-07:00,cafe,Tim Hortons,1.0,0.0,0.0,0.0,1.0,7.0,0.5882352941176471
49.19313,-123.17963290000002,2018-04-25T01:13:43.000-07:00,waste_basket,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1933876,-123.1801028,2019-09-14T05:00:22.000-07:00,pharmacy,Pharmasave,0.0,1.0,0.0,0.0,0.0,3.0,0.5882352941176471
49.1932856,-123.18014960000001,2019-09-14T05:00:22.000-07:00,dentist,Vancouver Airport Dental Centre,0.0,1.0,0.0,0.0,0.0,3.0,0.5882352941176471
49.193292799999995,-123.18028490000002,2019-09-02T22:08:26.000-07:00,doctors,Ultima Medical Clinic,0.0,1.0,0.0,0.0,0.0,4.0,0.5882352941176471
49.193696100000004,-123.18023319999999,2020-03-04T08:57:42.000-08:00,post_office,YVR Domestic Terminal,0.0,0.0,0.0,0.0,1.0,10.0,0.11764705882352942
49.193653000000005,-123.1802895,2018-05-05T12:06:12.000-07:00,waste_basket,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.2248856,-122.8913862,2018-04-26T05:25:14.000-07:00,childcare,Kids & Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.133864100000004,-122.8899466,2019-11-24T07:35:44.000-08:00,dentist,Aura Orthodontics,0.0,1.0,0.0,0.0,0.0,10.0,0.5882352941176471
49.3248324,-123.13499850000001,2020-05-26T01:08:22.000-07:00,parking_entrance,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0557594,-122.1951722,2017-06-22T21:48:35.000-07:00,public_building,Sumas First Nations Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.2284004,-122.8483834,2019-11-20T11:48:37.000-08:00,cafe,Tim Hortons,1.0,0.0,0.0,0.0,1.0,8.0,0.5882352941176471
49.2111765,-122.92321609999999,2019-07-02T01:10:30.000-07:00,fuel,Esso,0.0,0.0,0.0,0.0,1.0,9.0,0.11764705882352942
49.212449,-122.9197493,2019-07-02T01:10:30.000-07:00,cafe,Tim Hortons,1.0,0.0,0.0,0.0,1.0,8.0,0.5882352941176471
49.212659,-122.91934690000001,2019-07-02T01:10:30.000-07:00,cafe,Starbucks,1.0,0.0,0.0,0.0,1.0,6.0,0.5882352941176471
49.133230700000006,-122.5818649,2019-12-10T13:03:24.000-08:00,fuel,Chevron,0.0,0.0,0.0,0.0,1.0,14.0,0.11764705882352942
49.058996,-122.1798205,2018-05-01T05:18:14.000-07:00,waste_basket,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1712762,-123.13487340000002,2019-10-27T17:08:25.000-07:00,restaurant,Oriental Rice Noodle,1.0,0.0,0.0,0.0,0.0,8.0,0.4705882352941177
49.057918799999996,-122.460182,2020-05-04T03:14:59.000-07:00,dentist,Station Road Dental Aldergrove,0.0,1.0,0.0,0.0,0.0,13.0,0.5882352941176471
49.0750325,-123.07785700000001,2016-02-10T04:23:28.000-08:00,place_of_worship,Sacred Heart,0.0,0.0,1.0,0.0,0.0,3.0,0.29411764705882354
49.1922556,-123.09104199999999,2019-05-29T17:42:02.000-07:00,fuel,Chevron,0.0,0.0,0.0,0.0,1.0,5.0,0.11764705882352942
49.091457299999995,-123.07926119999999,2019-07-07T21:50:17.000-07:00,pharmacy,London Drugs,0.0,1.0,0.0,0.0,1.0,4.0,0.7058823529411765
49.1327053,-123.09918590000002,2019-08-24T15:12:34.000-07:00,restaurant,Nando's,1.0,0.0,0.0,0.0,1.0,4.0,0.5882352941176471
49.133010299999995,-123.09553580000001,2019-08-24T15:12:34.000-07:00,restaurant,Boston Pizza,1.0,0.0,0.0,0.0,1.0,5.0,0.5882352941176471
49.2347493,-123.1547249,2019-09-24T19:58:50.000-07:00,fast_food,McDonald's,1.0,0.0,0.0,0.0,1.0,11.0,0.5882352941176471
49.090282,-123.08372140000002,2019-09-05T07:39:04.000-07:00,bank,CIBC,0.0,0.0,0.0,0.0,1.0,10.0,0.11764705882352942
49.28199779999999,-123.1243463,2019-03-22T02:51:06.000-07:00,cinema,Scotiabank Theatre Vancouver,0.0,0.0,0.0,0.0,1.0,8.0,0.11764705882352942
49.280503700000004,-123.1068723,2019-12-01T04:03:46.000-08:00,theatre,Cineplex Odeon International Village Cinemas,0.0,0.0,0.0,0.0,1.0,5.0,0.11764705882352942
49.274198600000005,-123.1098162,2020-03-27T17:40:40.000-07:00,ferry_terminal,Plaza of Nations Dock,0.0,0.0,0.0,1.0,0.0,3.0,0.29411764705882354
49.2724874,-123.10564769999999,2020-03-31T01:00:27.000-07:00,ferry_terminal,Village Dock,0.0,0.0,0.0,1.0,0.0,3.0,0.29411764705882354
49.155881,-123.1369787,2020-04-17T20:57:09.000-07:00,fuel,Chevron,0.0,0.0,0.0,0.0,1.0,5.0,0.11764705882352942
49.1187079,-122.9156888,2015-06-26T05:13:50.000-07:00,parking,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1145105,-122.8969094,2015-06-26T00:01:55.000-07:00,parking,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.118832399999995,-122.9055699,2015-06-26T00:01:55.000-07:00,parking,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1057098,-122.8982225,2009-07-16T03:00:02.000-07:00,parking,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1401463,-123.1378853,2014-08-23T05:24:32.000-07:00,fast_food,Subway,1.0,0.0,0.0,0.0,0.0,1.0,0.4705882352941177
49.1651914,-123.12273940000001,2016-04-27T20:18:31.000-07:00,toilets,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1144939,-123.07726979999998,2009-07-20T17:57:06.000-07:00,fuel,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1556713,-123.1248972,2017-08-19T05:05:34.000-07:00,bar,Legends Pub,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1398614,-123.137394,2019-02-27T00:17:55.000-08:00,fast_food,KFC,1.0,0.0,0.0,0.0,1.0,5.0,0.5882352941176471
49.148618799999994,-123.13589209999999,2009-09-01T22:49:26.000-07:00,fast_food,Pizza Hut (takeout),0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1330851,-123.0940869,2019-08-24T15:12:34.000-07:00,fast_food,McDonald's,1.0,0.0,0.0,0.0,1.0,9.0,0.5882352941176471
49.132997700000004,-123.0973124,2019-08-24T15:12:34.000-07:00,fast_food,Burger King,1.0,0.0,0.0,0.0,1.0,5.0,0.5882352941176471
49.22241079999999,-122.91254740000002,2019-03-19T06:11:24.000-07:00,fuel,Shell,0.0,0.0,1.0,0.0,1.0,7.0,0.4117647058823529
49.2325006,-123.0773431,2019-10-31T23:32:04.000-07:00,fuel,Shell,0.0,0.0,0.0,0.0,1.0,6.0,0.11764705882352942
49.091207,-122.95644850000001,2010-06-11T04:53:29.000-07:00,fast_food,Triple O's,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0919518,-122.9576502,2019-08-02T01:26:08.000-07:00,cafe,Tim Hortons,1.0,0.0,0.0,0.0,1.0,5.0,0.5882352941176471
49.0904997,-123.0647436,2019-06-06T07:44:09.000-07:00,fuel,Esso,0.0,0.0,0.0,0.0,1.0,3.0,0.11764705882352942
49.0905125,-123.07197279999998,2019-06-06T07:44:09.000-07:00,fuel,Petro-Canada,0.0,0.0,0.0,0.0,1.0,3.0,0.11764705882352942
49.1850399,-122.9886355,2016-08-18T22:55:16.000-07:00,waste_basket,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.187972200000004,-122.9942481,2016-08-18T22:55:17.000-07:00,drinking_water,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.191776399999995,-122.9989134,2016-08-18T22:55:17.000-07:00,drinking_water,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.193788299999994,-122.9997851,2016-08-18T23:09:45.000-07:00,drinking_water,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.268662,-123.10451090000002,2019-03-22T02:52:21.000-07:00,bar,Faculty Brewing,0.0,0.0,1.0,0.0,0.0,10.0,0.29411764705882354
49.2673073,-123.104332,2016-08-20T04:15:38.000-07:00,bicycle_parking,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.275174799999995,-123.1397889,2016-08-20T04:15:40.000-07:00,drinking_water,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.266403600000004,-123.105075,2016-08-20T04:15:35.000-07:00,bench,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.2673013,-123.10398789999999,2016-08-20T04:15:39.000-07:00,bicycle_parking,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
